,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core (Tctl/Tdie)","Core (SVI2 TFN)","SoC (SVI2 TFN)","Bus Speed"
09/07/2026 14:32:53,3.17,1.59,26.98,25.4,4.76,1.56,31.75,11.11,21.88,25.4,36.51,47.62,19.81,47.62,15.1603966,3020,716,3568,41.5,40.5,0.105994821,1.36875,1797,928.5,18,2.42588687,1.36875,1480,28,18,0.06582628,1.36875,4042,871,40.5,1.98506224,1.36875,3618,830,36.25,2.18178463,1.18125,3618,1597,36.25,4.106328,1.18125,85,1.55,1.55,99.80915
09/07/2026 14:32:55,6.25,6.25,12.5,14.06,7.81,3.12,54.69,53.12,15.62,25,21.88,21.88,20.18,54.69,15.4731064,2543,775,1797,185.5,18,0.4545948,1.35,4042,610,40.5,1.63507938,1.36875,1797,214.5,18,0.5834925,1.36875,4042,2117,40.5,4.812271,1.36875,1797,684,18,1.96646047,1.36875,1785,841.5,17.88889,1.95685434,1.3625,85.125,1.55,1.55,99.80919
09/07/2026 14:32:57,4.55,0,15.15,12.31,1.54,0,66.67,62.12,16.67,18.18,21.21,16.67,19.59,66.67,13.632185,2779,703,3843,66.5,38.5,0.141752,1.25625,1921,491.5,19.25,1.19310558,1.25625,1305,26,17.11111,0.0542579927,1.25625,3843,2401.5,38.5,4.67163,1.2625,1921,618,19.25,1.48454273,1.2625,3843,614.5,38.5,1.71656513,1.2625,85.125,1.55,1.55,99.8091354
09/07/2026 14:32:59,7.94,6.35,22.22,28.57,17.46,15.87,19.05,11.11,23.81,30.16,36.51,28.57,20.63,36.51,16.3057919,2437,826,1719,268,17.2222214,0.623491645,1.25625,1719,1053,17.2222214,2.82628131,1.25625,3868,595.5,38.75,1.56153154,1.26875,3868,616,38.75,1.50847948,1.26875,1719,1128.5,17.2222214,2.517334,1.26875,1730,1296.5,17.333334,2.87000084,1.2625,85.125,1.55,1.55,99.80922
09/07/2026 14:33:01,11.11,11.11,20.63,20.63,20.63,17.46,49.21,38.1,36.51,36.51,39.68,44.44,28.84,49.21,19.9121113,3153,1104,1884,449,18.875,1.14931083,1.2375,3768,722,37.75,1.86084318,1.2375,3768,695,37.75,1.49087954,1.2375,3768,1691.5,37.75,4.142538,1.2375,3967,1514,39.75,3.33195925,1.30625,1763,1551.5,17.666666,3.53324747,1.30625,85.25,1.55,1.55,99.8092041
09/07/2026 14:33:03,7.81,12.5,0,0,3.12,6.25,42.19,28.12,10.94,18.75,32.81,48.44,17.58,48.44,14.80928,2526,740,1797,427,18,1.28855371,1.35625,3942,79.5,39.5,0.221362725,1.28125,1752,242,17.5555553,0.5446109,1.26875,1971,1375.5,19.75,3.26841354,1.26875,1752,664,17.5555553,1.76042628,1.26875,3942,1654.5,39.5,3.721857,1.26875,85.125,1.55,1.55,99.80919
09/07/2026 14:33:05,7.81,7.81,4.69,9.38,4.69,0,45.31,76.56,0,7.81,6.25,34.38,17.06,76.56,14.9812565,2545,714,4042,358,40.5,0.8348972,1.35,1797,284,18,0.8708689,1.35,1797,127.5,18,0.303432375,1.35,1797,2397.5,18,5.723668,1.35625,1797,218.5,18,0.474762052,1.35625,4042,900,40.5,2.455947,1.35625,85.125,1.55,1.55,99.80919
09/07/2026 14:33:07,16.92,21.54,7.69,13.85,6.15,6.15,36.92,35.38,21.54,16.92,12.31,4.62,16.67,36.92,13.8657875,3294,620,4042,623.5,40.5,1.42615521,1.35625,4042,409,40.5,1.26857293,1.35625,1797,162,18,0.42867887,1.35625,4042,1531.5,40.5,3.5200274,1.35625,4042,691,40.5,1.772598,1.35625,1797,304.5,18,1.0835402,1.35625,84.875,1.55,1.55,99.80919
09/07/2026 14:33:09,12.31,3.08,6.15,3.08,12.31,10.77,24.62,32.31,23.08,29.69,13.85,9.23,15.04,32.31,14.0546236,2545,544,4042,289.5,40.5,0.857933,1.35625,1797,186,18,0.487370461,1.35625,1797,312.5,18,0.925664544,1.35625,1797,1065.5,18,3.4099896,1.35625,1797,1004,18,3.23551917,1.35625,4042,408.5,40.5,1.24189186,1.35625,84.5,1.55,1.55,99.80921
09/07/2026 14:33:11,10.77,10.77,1.54,15.38,0,0,41.54,3.08,3.08,15.38,7.69,4.62,9.49,41.54,11.940649,2497,370,1797,330,18,1.12493587,1.34375,4042,315,40.5,1.11190093,1.34375,1508,18.5,18,0.0431725457,1.34375,1797,926,18,3.54414082,1.34375,4042,356.5,40.5,1.26378047,1.36875,1797,277,18,1.011959,1.36875,83.875,1.55,1.55,99.8092
09/07/2026 14:33:13,21.54,20,7.69,7.69,4.62,3.08,9.23,16.92,6.15,13.85,18.46,32.31,13.46,32.31,12.3736038,2920,399,4042,458.5,40.5,1.61339426,1.34375,4042,214.5,40.5,0.6416686,1.34375,1797,53,18,0.118489034,1.34375,1797,458,18,1.70537841,1.34375,1797,378,18,1.39702487,1.34375,4042,831,40.5,2.93280625,1.34375,83,1.55,1.55,99.80915
09/07/2026 14:33:15,20.63,9.52,12.7,33.33,23.81,4.76,1.59,6.35,3.17,9.52,14.29,20.63,13.36,33.33,13.9083481,3294,521,1797,548.5,18,1.977768,1.35,1797,988,18,2.912464,1.36875,4042,384,40.5,1.26411819,1.36875,4042,183.5,40.5,0.5267472,1.36875,4042,255,40.5,0.8958694,1.36875,4042,768.5,40.5,2.53524518,1.35625,82.5,1.55,1.55,99.809166
09/07/2026 14:33:17,14.29,18.75,28.57,74.6,28.12,12.7,7.94,25.4,12.7,22.22,3.17,3.17,20.97,74.6,16.49452,2903,672,1797,555.5,18,1.7174226,1.35625,4042,1716.5,40.5,5.2142005,1.35625,4042,575.5,40.5,1.88120842,1.3375,1397,593,14,1.88794243,1.3375,2096,523,21,1.499625,1.3375,4042,69.5,40.5,0.196707144,1.35,83.125,1.55,1.55,99.8092346
09/07/2026 14:33:19,9.23,1.54,30.77,32.31,6.15,7.69,23.08,43.08,6.15,6.15,13.85,10.77,15.9,43.08,15.5555267,3294,606,1797,183.5,18,0.49329862,1.36875,1797,997.5,18,3.37180138,1.375,4042,324.5,40.5,0.9212998,1.375,4042,1280.5,40.5,4.075284,1.375,4042,323,40.5,1.05517423,1.36875,4042,529.5,40.5,1.7016083,1.36875,83.375,1.55,1.55,99.809166
09/07/2026 14:33:21,3.12,7.69,0,14.06,14.06,12.5,14.06,0,9.38,4.62,7.81,20.31,8.97,20.31,12.0869122,2345,385,4042,223,40.5,0.7400666,1.35625,1797,311.5,18,1.14370048,1.35625,4042,527,40.5,1.82931364,1.35625,1397,329,14,1.21201861,1.35,1397,285.5,14,1.03303337,1.35,1397,631.5,14,2.15807843,1.35,82.75,1.55,1.55,99.8092
09/07/2026 14:33:23,1.56,1.56,1.56,0,17.19,3.12,29.69,6.25,14.06,32.81,6.25,14.29,10.7,32.81,13.0294619,2926,459,4042,95,40.5,0.2466861,1.35625,1797,100,18,0.31565,1.35625,1797,399,18,1.41757667,1.375,4042,771,40.5,2.66972041,1.375,3918,998.5,39.25,3.2964642,1.28125,1959,391,19.625,1.30720818,1.28125,83.125,1.55,1.55,99.80921
09/07/2026 14:33:25,21.54,4.55,9.23,7.69,10.77,10.77,30.77,24.62,15.38,12.31,16.92,24.62,15.76,30.77,14.9037685,2920,643,4042,634,40.5,1.84070051,1.33125,1797,398,18,0.999743044,1.35,1797,366,18,0.8934736,1.35,4042,1026.5,40.5,3.40817952,1.35,1797,613,18,1.72444952,1.35,4042,818,40.5,2.27680182,1.35,82.625,1.55,1.55,99.80914
09/07/2026 14:33:27,1.54,1.54,30.77,6.15,13.85,55.38,12.31,6.15,1.54,0,0,1.54,10.9,55.38,12.0100851,1954,396,1781,43.5,18,0.10647139,1.34375,1797,673,18,2.418629,1.34375,4042,1339.5,40.5,4.84090757,1.36875,1976,251,19.8,0.8262072,1.36875,1235,41,12.375,0.08867491,1.36875,893,28,12.375,0.0542079,1.36875,82.125,1.55,1.55,99.8092
09/07/2026 14:33:29,7.81,23.44,18.75,6.25,7.81,4.69,21.88,48.44,4.69,1.56,10.94,4.69,13.41,48.44,12.3129921,2867,399,1797,478,18,1.67623878,1.36875,1797,352,18,1.26744914,1.36875,4042,59.5,40.5,0.126123667,1.38125,3992,1287.5,40,4.74261665,1.33125,1531,33,17.7777786,0.09460902,1.33125,4042,182.5,40.5,0.5900657,1.3,82.25,1.55,1.55,99.8092041
09/07/2026 14:33:31,1.59,0,15.62,9.52,0,14.29,1.59,12.7,0,14.29,15.87,20.63,8.84,20.63,12.157526,2450,398,1664,49,18,0.143620372,1.34375,1797,534,18,1.90518415,1.34375,4042,381.5,40.5,1.25951827,1.35625,1922,316.5,19.8,1.07597971,1.35625,1235,332.5,12.375,1.22978115,1.35625,4042,773,40.5,2.830488,1.3125,82.375,1.55,1.55,99.8092041
09/07/2026 14:33:33,12.5,1.56,0,0,17.19,6.25,9.38,45.31,3.12,15.62,1.56,6.25,9.9,45.31,12.2070332,2845,399,1797,176.5,18,0.6060042,1.325,1348,25.5,18,0.0659875944,1.325,4042,486,40.5,1.76589024,1.325,1797,1055,18,3.76925588,1.325,4042,425,40.5,1.59122622,1.325,4042,227.5,40.5,0.693698049,1.3625,81.875,1.55,1.55,99.80917
09/07/2026 14:33:35,11.11,6.35,3.17,15.87,4.76,3.17,9.52,22.22,11.11,17.46,23.81,4.76,11.11,23.81,13.6826105,2920,495,4042,327,40.5,0.955315351,1.35,1797,466,18,1.56518006,1.35,4042,156,40.5,0.41392988,1.35,1797,604.5,18,2.092696,1.35,1797,704,18,2.41017246,1.35,4042,714,40.5,2.42992568,1.35,82.125,1.55,1.55,99.8092041
09/07/2026 14:33:37,13.85,10.77,6.15,26.15,10.94,3.08,13.85,3.08,10.77,23.08,30.77,10.77,13.6,30.77,12.0997972,2338,397,1235,303,12.375,1.01692867,1.35,1235,491,12.375,1.87559307,1.35,1677,160.5,16.8,0.5588125,1.35,1797,186.5,18,0.7110969,1.35625,4042,495,40.5,1.754229,1.35625,4042,748,40.5,2.65649986,1.34375,81.5,1.55,1.55,99.80916
09/07/2026 14:33:39,9.38,15.62,1.56,1.56,6.25,12.5,3.12,39.06,10.94,23.44,10.94,9.38,11.98,39.06,12.0235415,3120,387,4042,422.5,40.5,1.495591,1.3375,3053,17.5,40.5,0.042212382,1.3375,1797,214,18,0.79329586,1.3375,1797,775.5,18,2.96799874,1.3375,4017,473,40.25,1.61995041,1.34375,4017,421.5,40.25,1.41542614,1.34375,81.5,1.55,1.55,99.80923
09/07/2026 14:33:41,6.15,1.56,37.88,1.52,3.03,1.52,1.54,16.92,4.62,21.54,16.67,18.46,10.95,37.88,12.0453577,2014,396,1235,60,12.375,0.181396618,1.33125,1235,788.5,12.375,2.894453,1.33125,1976,46.5,19.8,0.0938357,1.33125,1797,359,18,1.43526256,1.33125,1797,473,18,1.74898815,1.33125,4042,646,40.5,2.06002259,1.33125,81.125,1.55,1.55,99.80914
09/07/2026 14:33:43,6.15,4.69,7.69,1.54,0,7.69,3.08,0,6.15,46.15,21.54,10.77,9.62,46.15,11.9430561,2912,377,1797,215.5,18,0.7320238,1.33125,1797,158,18,0.550852,1.33125,4000,179,40.5,0.6385442,1.33125,1797,65,18,0.1958347,1.33125,4042,999.5,40.5,3.72736955,1.33125,4042,645,40.5,2.30876565,1.33125,81.625,1.55,1.55,99.80919
09/07/2026 14:33:45,7.81,7.81,31.25,12.5,29.69,9.38,12.5,54.69,1.56,4.69,4.69,12.5,15.76,54.69,15.3555975,2895,624,1797,223.5,18,0.6783049,1.35,4017,743.5,40.25,2.24477863,1.34375,1785,557,17.88889,1.737761,1.34375,4017,1429.5,40.25,5.08608,1.34375,1785,264,17.88889,0.6822227,1.34375,3967,523.5,39.75,1.48236775,1.3,81.625,1.55,1.55,99.80913
09/07/2026 14:33:47,4.76,9.52,11.11,38.1,30.16,34.92,49.21,17.46,4.76,1.59,15.87,17.46,19.58,49.21,16.59792,3294,706,1797,273.5,18,0.7435909,1.35,4042,653.5,40.5,2.238571,1.35,4042,1190,40.5,3.33184171,1.35,1797,1219.5,18,3.615335,1.35,4042,237,40.5,0.657207131,1.35,4042,661,40.5,1.95529783,1.35625,81.75,1.55,1.55,99.80919
09/07/2026 14:33:49,10.94,4.69,4.84,37.1,8.06,6.45,1.56,1.56,1.56,4.69,17.19,73.44,14.34,73.44,14.7021561,2337,554,1397,277.5,14,0.810532451,1.35,1397,620,14,2.0796845,1.35,1397,214,14,0.6496802,1.35,1797,171.5,18,0.431983352,1.35,4042,194.5,40.5,0.512709,1.35,3992,1848.5,40,6.112324,1.325,81.625,1.55,1.55,99.80922
09/07/2026 14:33:51,9.52,1.59,12.7,1.59,3.17,4.76,41.27,7.94,3.17,15.87,19.05,15.87,11.38,41.27,13.5990582,2853,500,1397,239,14,0.8022544,1.35,4042,360.5,40.5,1.24193347,1.36875,4042,122.5,40.5,0.293959439,1.36875,4042,1127,40.5,3.821534,1.36875,1797,366,18,1.26474059,1.36875,1797,783,18,2.542206,1.36875,81.625,1.55,1.55,99.8092
09/07/2026 14:33:53,3.08,14.93,10.45,0,21.21,3.03,0,24.24,6.15,7.69,7.69,1.54,8.33,24.24,12.1278172,2511,397,1235,462,12.375,1.55489719,1.3375,1976,260.5,19.8,0.890103161,1.3375,1976,548,19.8,1.94647241,1.3375,1797,555.5,18,2.0655272,1.3375,4042,329.5,40.5,1.19141388,1.35,4042,227,40.5,0.806548655,1.35,81.375,1.55,1.55,99.80921
09/07/2026 14:33:55,3.08,18.46,33.85,9.23,1.54,7.35,15.38,3.08,9.23,10.77,7.69,20,11.64,33.85,12.4710541,2541,432,1797,372.5,18,1.2441498,1.35625,1797,756.5,18,2.56107569,1.35625,4042,227.5,40.5,0.739693761,1.35625,1797,357,18,1.22958386,1.35625,1797,215,18,0.649855435,1.35625,4017,663.5,40.25,2.29598069,1.34375,80.625,1.55,1.55,99.80925
09/07/2026 14:33:57,4.69,15.62,6.25,1.59,9.09,6.06,1.54,15.62,3.12,32.81,9.84,4.69,9.24,32.81,11.9945889,2169,390,1797,430,18,1.433998,1.34375,1797,152,18,0.473962277,1.34375,4042,413.5,40.5,1.41602874,1.375,1797,344,18,1.29823411,1.375,1785,723.5,17.88889,2.72200012,1.375,1797,278.5,18,1.06758571,1.36875,81.125,1.55,1.55,99.80922
09/07/2026 14:33:59,18.75,9.38,14.06,12.5,7.81,7.94,4.69,17.19,9.38,6.15,29.69,40.62,14.85,40.62,12.8748579,2545,465,4042,400,40.5,1.2091248,1.33125,1797,406,18,1.22579563,1.35,1797,157,18,0.427167982,1.35,4042,256,40.5,0.96844,1.35,1797,241,18,0.766489565,1.35,1797,1332.5,18,4.800513,1.35,80.625,1.55,1.55,99.80921
09/07/2026 14:34:01,20.31,18.75,25,15.62,6.25,4.69,10.94,18.75,7.81,7.81,31.25,9.38,14.71,31.25,14.3208933,2920,573,1797,587,18,1.82510448,1.33125,1797,860,18,2.7281785,1.3375,4042,232,40.5,0.6269741,1.3375,1797,711.5,18,2.136769,1.3375,4042,272,40.5,0.7799424,1.34375,4042,775.5,40.5,2.58190823,1.35,80.375,1.55,1.55,99.80921
09/07/2026 14:34:03,9.09,4.55,4.55,15.38,22.73,4.55,6.06,1.52,12.12,16.67,4.55,24.24,10.5,24.24,12.1617956,2720,389,1397,199.5,14,0.657593131,1.35,1397,381,14,1.36109388,1.34375,1397,483,14,1.75372052,1.34375,4042,122.5,40.5,0.400918037,1.34375,4042,586,40.5,2.1081903,1.34375,4042,564.5,40.5,2.07666564,1.34375,80.25,1.55,1.55,99.80913
09/07/2026 14:34:05,7.81,0,0,9.38,0,0,6.25,0,12.5,17.74,17.19,39.06,9.16,39.06,11.8658714,2845,375,1797,138.5,18,0.470281929,1.3375,4042,212.5,40.5,0.750960946,1.3375,1350,15,18,0.0356779546,1.3375,1797,124,18,0.444191664,1.34375,4042,639.5,40.5,2.290756,1.34375,4042,1119,40.5,4.070188,1.34375,80.25,1.55,1.55,99.80921
09/07/2026 14:34:07,0,0,3.12,0,0,0,28.12,75,6.25,0,1.59,4.69,9.9,75,12.3428545,1844,405,1097,35,14,0.0861886,1.3625,1397,49,14,0.109353974,1.3625,1011,21,14,0.0460566059,1.3625,4017,2206,40.25,7.991352,1.3375,1785,49.5,17.88889,0.152635217,1.3375,1759,68,17.88889,0.198929071,1.3375,81.375,1.55,1.55,99.80909
09/07/2026 14:34:09,1.54,0,1.54,0,0,4.62,36.92,60,3.08,0,3.12,0,9.23,60,12.1952677,2215,393,881,28.5,12.375,0.0687147,1.3625,872,19.5,12.375,0.048974622,1.3625,1976,124.5,19.8,0.443990678,1.3625,4017,2102,40.25,7.61913061,1.35625,1785,46.5,17.88889,0.111568674,1.35625,3758,39,40.25,0.07034271,1.35625,81.375,1.55,1.55,99.80917
09/07/2026 14:34:11,4.62,3.08,18.46,6.15,0,1.54,21.54,23.08,7.69,16.92,23.08,7.69,11.15,23.08,13.2888756,2545,489,1797,197,18,0.5756824,1.31875,1797,545.5,18,1.88513088,1.33125,4042,112,40.5,0.295331836,1.33125,1797,940,18,3.22293973,1.33125,1797,529,18,1.65443361,1.33125,4042,612.5,40.5,1.98363209,1.33125,81.375,1.55,1.55,99.809166
09/07/2026 14:34:13,23.08,0,3.08,3.08,3.08,9.23,18.46,4.62,7.69,29.23,4.62,21.88,10.67,29.23,12.027051,2475,390,1797,448.5,18,1.59268618,1.3625,1375,31,18,0.06524089,1.3625,4042,279,40.5,0.8920146,1.3625,4042,331,40.5,1.22429013,1.3625,1797,703.5,18,2.60480332,1.36875,1797,547,18,1.98663521,1.36875,81.125,1.55,1.55,99.80922
09/07/2026 14:34:15,3.12,3.12,67.19,28.12,25,15.62,9.38,12.5,1.56,7.81,3.12,3.12,14.97,67.19,14.5819883,3294,581,1797,147,18,0.374462724,1.3375,4042,1934.5,40.5,5.750684,1.3375,1797,658,18,2.07810044,1.35625,4042,362.5,40.5,1.25993514,1.35625,4042,239.5,40.5,0.641397,1.35625,4042,142,40.5,0.4081524,1.35,80.5,1.55,1.55,99.809166
09/07/2026 14:34:17,6.15,6.15,16.92,26.15,6.15,1.56,52.31,33.85,33.85,26.15,18.46,20,20.64,52.31,16.2065964,2412,707,1397,221,14,0.6332584,1.34375,1397,589.5,14,1.78508282,1.34375,1797,122.5,18,0.295015663,1.38125,4042,1649,40.5,4.81404829,1.38125,4042,1006.5,40.5,2.842468,1.38125,1797,653,18,1.82201588,1.38125,82,1.55,1.55,99.80917
09/07/2026 14:34:19,6.25,4.69,21.88,26.56,9.38,0,10.94,46.88,4.69,6.25,18.75,0,13.02,46.88,14.1923742,3280,543,1797,134.5,18,0.326386154,1.35,4042,930,40.5,2.78823519,1.35,1717,143,18,0.502903163,1.35,4042,1319,40.5,4.273962,1.35625,4042,286,40.5,0.761804461,1.36875,4042,446,40.5,1.58496153,1.36875,82.625,1.55,1.55,99.8091354
09/07/2026 14:34:21,11.11,3.17,6.35,9.68,16.13,15.38,28.57,4.76,3.17,6.45,15.87,15.87,11.38,28.57,13.4767065,3406,501,2470,336,24.75,0.9705356,1.35,4042,381,40.5,1.17061424,1.35,1797,707,18,2.421138,1.35,4042,606,40.5,1.98450541,1.35,4042,275.5,40.5,0.795406938,1.34375,4042,701.5,40.5,2.35082626,1.34375,81.5,1.55,1.55,99.80916
09/07/2026 14:34:23,12.31,27.69,20,2.9,1.61,0,21.54,7.69,0,0,26.15,15.38,11.27,27.69,11.8516741,2845,388,4042,685,40.5,2.373758,1.325,1797,390.5,18,1.38060689,1.325,1608,22.5,18,0.06797924,1.3375,1797,379.5,18,1.32989132,1.3375,3783,23.5,40.5,0.05941732,1.3375,4042,827.5,40.5,3.08484125,1.3375,80.375,1.55,1.55,99.8092346
09/07/2026 14:34:25,14.06,28.12,18.46,7.35,6.25,12.5,9.38,4.69,18.75,7.69,36.92,28.12,16.03,36.92,14.2942505,2545,661,1797,836,18,2.32886529,1.34375,4042,489,40.5,1.28290045,1.34375,1797,375.5,18,0.6579127,1.3375,4042,379.5,40.5,0.7169784,1.36875,1797,498,18,1.19943857,1.36875,1797,1389,18,4.373803,1.36875,80.5,1.55,1.55,99.8092
09/07/2026 14:34:27,12.7,7.94,1.59,15.87,11.11,12.7,12.7,3.17,6.35,3.17,25.4,25.4,11.51,25.4,13.4764,3668,507,4042,404,40.5,1.26929009,1.325,1797,424,18,1.37140107,1.325,4042,495,40.5,1.59315991,1.325,4042,389.5,40.5,1.26138449,1.325,4042,249,40.5,0.726529241,1.325,4042,1081.5,40.5,3.722194,1.3625,80,1.55,1.55,99.8091354
09/07/2026 14:34:29,17.46,4.76,3.17,1.61,9.52,0,0,11.29,6.35,20.63,17.74,12.7,8.77,20.63,11.9488668,2544,403,4042,520.5,40.5,1.719645,1.35,1797,70,18,0.2610829,1.34375,1797,228.5,18,0.780148745,1.35,1787,275,18,0.9948887,1.35,4042,632,40.5,2.258302,1.35,1797,693,18,2.3934586,1.35,80,1.55,1.55,99.80923
09/07/2026 14:34:31,1.59,0,11.11,36.51,0,1.59,1.59,0,6.35,15.87,19.05,15.87,9.13,36.51,11.9122753,2355,398,1381,125,14,0.3504411,1.3375,1235,959.5,12.375,3.29580069,1.3375,1890,27.5,19.8,0.1744133,1.3375,1540,30,18,0.07301238,1.3375,4042,506,40.5,1.80807376,1.3375,4042,740,40.5,2.67951822,1.3375,80.125,1.55,1.55,99.80922
09/07/2026 14:34:33,6.35,0,0,11.11,6.25,18.75,11.11,1.59,6.35,32.81,6.35,4.76,8.79,32.81,11.9029827,3668,388,4042,154.5,40.5,0.526866436,1.3375,1797,250.5,18,0.90374,1.3375,4042,535,40.5,1.89597821,1.3375,4042,227,40.5,0.864411652,1.3375,4042,829,40.5,3.11960745,1.3375,4042,330,40.5,1.04759884,1.3625,80.125,1.55,1.55,99.80918
09/07/2026 14:34:35,12.5,12.5,3.12,12.5,15.62,7.81,3.12,0,0,28.12,12.5,20.31,10.68,28.12,12.4161291,2920,418,1797,433.5,18,1.44659173,1.34375,1797,307.5,18,1.04010844,1.34375,4042,445.5,40.5,1.51427376,1.34375,1797,115,18,0.3847256,1.34375,4042,646,40.5,2.43529773,1.34375,4042,560,40.5,1.83300889,1.34375,80.25,1.55,1.55,99.809166
09/07/2026 14:34:37,14.29,0,12.7,3.28,6.35,7.94,70.31,13.85,14.29,23.08,11.11,9.52,15.56,70.31,14.9684448,2480,603,1797,244,18,0.699652255,1.3625,1223,321,12.25,0.8887754,1.3625,1976,323.5,19.8,0.8869678,1.3625,4042,1781,40.5,5.859651,1.3625,4042,632.5,40.5,1.90600348,1.38125,1797,314.5,18,0.9296241,1.38125,81.375,1.55,1.55,99.80918
09/07/2026 14:34:39,3.12,1.41,8.45,3.03,14.06,14.06,10.94,10.94,6.25,20.31,17.19,1.56,9.28,20.31,11.8875856,2014,394,1797,95.5,18,0.280373,1.33125,1797,269.5,18,0.9185772,1.33125,4042,678.5,40.5,2.38767433,1.34375,1235,389.5,12.375,1.38062084,1.34375,1976,551.5,19.8,2.09490776,1.34375,1235,376.5,12.375,1.32887828,1.34375,80.875,1.55,1.55,99.80923
09/07/2026 14:34:41,0,0,0,15.87,0,0,0,57.81,4.76,6.35,15.87,1.56,8.52,57.81,12.0643759,2003,389,1396,30.5,18,0.08313615,1.3625,1785,345,18,1.26434314,1.3625,1296,16,18,0.03846004,1.375,3992,1312,40,4.79147434,1.35625,1774,244.5,17.7777786,0.8269836,1.35625,1774,387.5,17.7777786,1.30093932,1.35625,80.875,1.55,1.55,99.80917
09/07/2026 14:34:43,0,0,17.19,7.81,21.88,17.19,12.5,10.94,1.56,15.38,0,3.12,8.96,21.88,11.8058128,2493,391,1487,28.5,18,0.07171268,1.34375,1797,533.5,18,1.94356489,1.34375,4042,840,40.5,3.04803753,1.34375,1797,479.5,18,1.70542777,1.34375,4042,380,40.5,1.22780454,1.34375,1792,82.5,18,0.280134022,1.34375,81.125,1.55,1.55,99.8092
09/07/2026 14:34:45,3.12,0,3.12,7.81,4.69,18.75,85.94,40.62,3.12,6.25,14.06,0,15.62,85.94,15.2720852,3294,638,1797,95.5,18,0.273193628,1.35,4042,187,40.5,0.5980323,1.36875,4042,542.5,40.5,1.57717037,1.35625,4042,2350.5,40.5,7.02810049,1.35625,1797,225.5,18,0.598459661,1.3625,4042,426.5,40.5,1.2438432,1.3625,81.75,1.55,1.55,99.80915
09/07/2026 14:34:47,12.7,7.94,50.79,61.9,23.81,33.85,11.11,4.76,14.29,12.7,9.52,7.94,20.94,61.9,17.8652267,3294,813,1797,312,18,0.840884745,1.3375,4042,2013,40.5,5.67091942,1.3375,4042,1217,40.5,3.52960587,1.3375,4042,436.5,40.5,1.21477461,1.3375,1797,477,18,1.35487926,1.35625,4042,424.5,40.5,1.21352148,1.34375,82.375,1.55,1.55,99.8092041
09/07/2026 14:34:49,9.38,4.69,23.44,32.81,12.5,17.19,26.56,20.31,14.06,25,7.81,9.38,16.93,32.81,14.8887815,2920,576,1797,240,18,0.654315,1.35,4042,996.5,40.5,3.37372375,1.35625,4042,425,40.5,1.3592329,1.35625,4042,893.5,40.5,2.928031,1.325,1797,696,18,2.20895362,1.325,1797,207,18,0.6212161,1.325,82.625,1.55,1.55,99.80919
09/07/2026 14:34:51,6.25,4.62,0,1.49,12.7,7.94,21.88,25,12.5,17.91,16.67,3.12,10.84,25,12.6031876,2061,410,1336,154.5,14,0.403544933,1.3625,1595,38.5,18,0.0977968946,1.3625,1797,367,18,1.30003309,1.35625,4042,1026,40.5,3.78807974,1.35625,1797,577,18,2.0071907,1.35625,1797,299.5,18,1.0750581,1.35625,82,1.55,1.55,99.80919
