,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core (Tctl/Tdie)","Core (SVI2 TFN)","SoC (SVI2 TFN)","Bus Speed"
09/07/2026 14:13:24,15.87,6.35,4.76,9.52,12.7,14.29,22.22,11.11,7.94,26.98,6.35,12.7,12.57,26.98,13.7478294,3495,491,1235,371,12.375,1.12425423,0.74375,3942,332,39.5,1.11332369,0.74375,3942,480.5,39.5,1.55749774,1.29375,3942,666.5,39.5,2.14046144,1.29375,3942,743,39.5,2.51531982,1.29375,3967,353,39.75,0.972352266,1.3,84.875,1.55,1.55,99.80921
09/07/2026 14:13:26,6.25,1.61,4.76,4.55,20.31,31.25,29.69,10.94,7.69,13.64,6.25,34.38,14.28,34.38,13.8353958,2876,491,1611,132.5,18,0.339887142,1.375,1797,125.5,18,0.334884554,1.375,3992,834.5,40,2.88165784,1.3625,4017,633.5,40.25,1.94724786,1.34375,4042,382,40.5,1.18726146,1.36875,1797,835.5,18,2.872952,1.36875,84.625,1.55,1.55,99.8092
09/07/2026 14:13:28,10.94,9.38,4.69,6.25,7.81,17.19,18.75,18.75,12.5,35.94,20.31,21.88,15.36,35.94,13.644206,2891,476,4015,199,40.5,0.5663103,1.36875,1665,119.5,18,0.291158646,1.36875,4042,296.5,40.5,0.966782451,1.36875,4042,794,40.5,2.60897684,1.375,1785,766.5,17.88889,2.55967426,1.375,1797,683,18,2.30868626,1.36875,84.5,1.55,1.55,99.809166
09/07/2026 14:13:30,12.5,3.12,7.81,3.12,6.25,6.25,35.94,21.88,12.5,39.06,23.44,31.25,16.93,39.06,13.1705256,2547,460,1021,105,12.375,0.26555118,1.26875,1113,87,12.375,0.223566666,1.26875,3868,118,38.75,0.2706374,1.2625,1719,627.5,17.2222214,2.06143141,1.2625,3718,961.5,37.25,3.16867542,1.2125,3843,861.5,38.5,2.99120188,1.25,84.625,1.55,1.55,99.80911
09/07/2026 14:13:32,14.06,3.12,20.31,4.69,4.69,17.19,21.88,17.19,14.06,21.88,25,9.38,14.45,25,14.123601,2790,487,3583,125.5,39.5,0.4389768,1.29375,3942,384,39.5,1.26666486,1.29375,1752,363.5,17.5555553,1.261085,1.29375,1971,654,19.75,2.11831427,1.30625,3793,694.5,38,2.24820566,1.225,1697,698.5,17,2.41124272,1.23125,84.375,1.55,1.55,99.80915
09/07/2026 14:13:34,16.92,3.08,1.54,3.08,15.38,16.92,20,3.08,13.85,10.77,18.46,18.46,11.79,20,13.6864605,2438,463,1397,314.5,14,1.03263831,1.3125,1397,131.5,14,0.346898973,1.3125,1976,710.5,19.8,2.545279,1.3125,4017,481,40.25,1.5208559,1.33125,4042,437.5,40.5,1.46111989,1.3625,1797,705.5,18,2.46943188,1.3625,84.25,1.55,1.55,99.80917
09/07/2026 14:13:36,23.08,13.85,16.92,24.62,23.08,33.85,47.69,16.92,20,27.69,26.15,18.46,24.36,47.69,18.74078,3918,863,3918,681.5,39.25,1.71760929,1.29375,3918,868,39.25,2.36693287,1.29375,3918,1018,39.25,2.96233821,1.29375,3918,1046.5,39.25,2.878171,1.29375,3918,798,39.25,2.04417849,1.29375,3918,765.5,39.25,2.02489877,1.29375,84.125,1.55,1.55,99.80923
09/07/2026 14:13:38,13.85,4.62,7.69,10.77,12.31,3.08,27.69,21.54,15.38,23.08,23.08,30.77,16.15,30.77,14.9485731,2915,548,1797,289,18,0.8046411,0.7375,4017,266,40.25,0.678014755,0.7375,4042,318,40.5,0.8388387,1.35,1797,832.5,18,2.6966,1.35,1797,606.5,18,1.90963888,1.35625,4042,978,40.5,3.22100377,1.35625,84.375,1.55,1.55,99.80918
09/07/2026 14:13:40,10.77,6.15,18.46,26.15,7.69,10.77,40,47.69,20,16.92,18.46,20,20.26,47.69,16.7461948,2979,708,1235,265.5,12.375,0.706541955,1.21875,3793,652.5,38,2.07029343,1.225,3793,322.5,38,0.8352609,1.225,3793,1575.5,38,4.11621332,1.225,3643,682,36.5,1.89337373,1.18125,1619,748,16.2222214,2.150834,1.18125,84.5,1.55,1.55,99.80919
09/07/2026 14:13:42,20.31,17.19,26.56,37.5,32.81,32.81,34.38,26.56,23.44,18.75,14.06,15.62,25,37.5,17.93068,3130,782,1730,617.5,17.333334,1.85938787,1.28125,3893,864.5,39,2.53983712,1.28125,1730,1045,17.333334,3.047088,1.28125,3768,1158.5,37.75,3.06972957,1.24375,3768,667,37.75,1.75494635,1.24375,3893,337.5,39,0.8868581,1.23125,84.625,1.55,1.55,99.80918
09/07/2026 14:13:44,23.81,4.76,26.98,34.92,20.63,7.94,33.33,55.56,33.33,33.33,6.35,11.11,24.34,55.56,17.358963,2482,812,1752,359.5,17.5555553,0.942599058,1.29375,3942,810,39.5,2.30071521,1.3,1752,491.5,17.5555553,1.16519535,1.3,3942,1757,39.5,4.5546937,1.30625,1752,1061.5,17.5555553,2.49690175,1.30625,1752,391.5,17.5555553,0.9701328,1.30625,85.125,1.55,1.55,99.809166
09/07/2026 14:13:46,24.62,7.69,26.15,38.46,29.23,15.38,50.77,44.62,41.54,33.85,30.77,12.31,29.62,50.77,19.5544338,3260,1026,4042,641.5,40.5,1.38032627,1.36875,1797,1074.5,18,2.763141,1.36875,4042,856.5,40.5,2.03920364,1.36875,4042,1616.5,40.5,3.707639,1.36875,1797,1217.5,18,2.821674,1.36875,3843,752.5,38.5,1.72124541,1.23125,85.125,1.55,1.55,99.80921
09/07/2026 14:13:48,26.56,9.38,28.12,32.81,37.5,37.5,46.88,39.06,32.81,14.06,32.81,25,30.21,46.88,21.0353928,3244,1084,3967,686,39.75,1.55862308,1.2625,3967,979,39.75,2.404218,1.2625,3967,1591.5,39.75,4.011451,1.2625,1763,1546.5,17.666666,3.848912,1.2625,1785,828.5,17.88889,2.06247282,1.31875,4017,873,40.25,2.00726,1.31875,85.125,1.55,1.55,99.809166
09/07/2026 14:13:50,20.31,2.99,10.77,4.55,6.25,4.69,29.69,3.12,9.38,46.27,7.69,29.69,14.62,46.27,14.8762569,2841,555,1235,395.5,12.375,1.078938,1.31875,1976,246.5,19.8,0.615438,1.31875,4017,225,40.25,0.4826543,1.31875,1785,555,17.88889,1.75139427,1.3375,4017,1220,40.25,3.84143043,1.3375,4017,689,40.25,2.18088984,1.3375,85.125,1.55,1.55,99.80913
09/07/2026 14:13:52,29.69,20.31,12.7,3.17,25.4,22.22,32.81,11.11,18.75,21.88,20.31,42.19,21.71,42.19,15.6191063,3598,573,3992,495.5,40,1.49572706,1.33125,3992,284,40,0.779272,1.33125,1774,588,17.7777786,2.03327441,1.33125,3992,451.5,40,1.47900748,1.3375,3992,788.5,40,2.48671985,1.3375,3843,830,38.5,2.68736172,1.275,84.75,1.55,1.55,99.80916
09/07/2026 14:13:54,33.33,12.7,28.57,23.81,33.33,17.46,34.92,30.16,47.62,36.51,28.57,22.22,29.1,47.62,17.74859,3967,859,4017,640,40.25,1.52340829,1.34375,3992,723.5,40,2.02396822,1.3375,3992,771,40,2.0017674,1.34375,3992,1147.5,40,2.93886256,1.34375,3967,1176,39.75,3.00250244,1.3375,3843,697,38.5,1.72852778,1.25625,84.75,1.55,1.55,99.80916
09/07/2026 14:13:56,29.69,10.94,23.44,7.81,21.88,4.69,21.88,1.56,17.19,21.88,25,10.94,16.41,29.69,16.615881,4042,671,4042,721.5,40.5,2.034689,1.35625,4042,596,40.5,1.80850112,1.36875,4042,553.5,40.5,1.64338851,1.36875,4042,532,40.5,1.54372823,1.36875,4042,852,40.5,2.53563261,1.36875,4042,773.5,40.5,2.41354632,1.36875,84.625,1.55,1.55,99.80918
09/07/2026 14:13:58,13.85,6.15,18.46,4.62,10.77,4.62,32.31,10.77,13.85,26.15,27.69,7.69,14.74,32.31,15.6103745,3553,635,1235,603,12.375,1.57122791,1.3125,3967,453.5,39.75,1.33147848,1.325,3992,427,40,1.13863254,1.325,4042,755.5,40.5,2.33565021,1.375,4042,792,40.5,2.42201543,1.375,4042,778,40.5,2.46766472,1.375,84.5,1.55,1.55,99.80919
09/07/2026 14:14:00,29.69,6.25,21.88,35.94,15.62,10.94,20.31,17.19,23.44,9.23,29.69,10.94,19.26,35.94,17.5331459,3285,717,4042,621.5,40.5,1.659532,1.34375,4042,1110.5,40.5,3.70079541,1.3625,1797,643,18,2.015438,1.3625,1797,727,18,2.11706,1.3625,4017,503,40.25,1.37298894,1.3375,4017,696,40.25,2.07789564,1.3375,84.125,1.55,1.55,99.80917
09/07/2026 14:14:02,12.7,6.35,28.57,3.17,4.76,1.59,20.63,34.92,22.22,7.94,23.81,6.35,14.42,34.92,16.16233,2513,594,3992,403,40,1.24102366,1.34375,1774,637.5,17.7777786,2.18519187,1.34375,1774,226.5,17.7777786,0.631667,1.34375,3992,1161.5,40,3.81420016,1.34375,1774,501,17.7777786,1.41603255,1.3375,1774,631.5,17.7777786,2.028455,1.3375,84.25,1.55,1.55,99.8092041
09/07/2026 14:14:04,9.38,1.59,7.81,1.56,0,15.62,31.25,10.94,7.81,17.19,14.06,10.94,10.68,31.25,13.3379431,2819,456,4042,211,40.5,0.6094267,1.35,3617,134.5,40.5,0.363159537,1.375,1763,414,17.666666,1.49057162,1.325,1763,863.5,17.666666,3.04085875,1.325,1763,511.5,17.666666,1.71529365,1.325,3967,600.5,39.75,1.97725832,1.325,84.5,1.55,1.55,99.8092
09/07/2026 14:14:06,21.88,3.12,20.31,9.38,23.44,0,53.12,10.94,23.44,4.76,17.19,6.25,16.15,53.12,16.2800179,2893,658,1774,541,17.7777786,1.45426464,1.3375,4017,435.5,40.25,1.225098,1.3375,4017,465.5,40.25,1.408257,1.3375,1785,1345.5,17.88889,4.358838,1.3375,3992,499,40,1.35208642,1.3375,1774,660,17.7777786,2.11954641,1.35625,84.5,1.55,1.55,99.80914
09/07/2026 14:14:08,57.14,12.7,41.27,15.87,41.27,14.29,30.16,30.16,31.75,23.81,30.16,17.46,28.84,57.14,21.61781,3645,1165,4017,1364.5,40.25,3.37005639,1.35625,4017,1127,40.25,2.87909675,1.35625,4017,1082.5,40.25,2.54124761,1.35625,4017,1298,40.25,3.351852,1.34375,1785,1108,17.88889,2.69196463,1.3375,4017,1011.5,40.25,2.53966427,1.3375,84.5,1.55,1.55,99.8091354
09/07/2026 14:14:10,23.44,17.19,31.25,40.62,17.19,10.94,45.31,26.56,18.75,7.81,12.5,18.75,22.53,45.31,17.2011547,3281,768,4017,537.5,40.25,1.44124007,1.34375,4017,1088.5,40.25,3.24566722,1.34375,4017,573.5,40.25,1.575072,1.34375,4042,1248.5,40.5,3.28443217,1.35625,1797,472,18,1.24702966,1.375,1797,689,18,1.85486782,1.375,84.625,1.55,1.55,99.80918
09/07/2026 14:14:12,28.12,17.19,26.56,42.19,29.69,15.62,40.62,42.19,17.19,26.56,25,23.44,27.86,42.19,18.5580177,3730,991,3992,795,40,1.89722407,1.33125,3643,1028,36.5,2.62074018,1.19375,3643,749.5,36.5,1.83554339,1.19375,3643,1400.5,36.5,3.29752636,1.19375,3693,983.5,37,2.33075285,1.2,3768,991,37.75,2.370377,1.20625,85,1.55,1.55,99.80916
09/07/2026 14:14:14,20,12.31,15.62,23.44,18.46,13.85,46.15,41.54,20,13.85,23.08,33.85,23.51,46.15,17.1246338,3373,742,3693,450,37,1.26743984,1.2125,3693,704.5,37,2.09081221,1.2125,3693,443,37,1.21587992,1.2125,3693,1448.5,37,3.69887972,1.2125,3643,460,36.5,1.20140064,1.1875,1822,944.5,18.25,2.88765669,1.2,85.125,1.55,1.55,99.8092
09/07/2026 14:14:16,35.94,25,37.5,42.19,29.69,17.19,35.94,21.88,34.38,17.19,28.12,15.62,28.39,42.19,20.69681,2908,1053,1774,1078.5,17.7777786,2.6609087,1.3375,1774,1498.5,17.7777786,3.81651831,1.3375,4017,816.5,40.25,1.97338676,1.3625,1976,1127.5,19.8,2.73574471,1.3625,3992,937.5,40,2.28548932,1.33125,3918,861.5,39.25,2.13999557,1.35,85,1.55,1.55,99.8092
09/07/2026 14:14:18,38.1,19.05,33.33,33.33,22.22,20.63,55.56,49.21,33.33,25.4,28.57,28.57,32.28,55.56,21.8288326,3632,1247,4017,996.5,40.25,2.383163,1.36875,4017,1203,40.25,2.80839539,1.36875,4017,919,40.25,2.285936,1.36875,1785,1972.5,17.88889,4.576707,1.36875,4017,1199,40.25,2.68982983,1.36875,3942,1191.5,39.5,2.723141,1.30625,85.375,1.55,1.55,99.80926
09/07/2026 14:14:20,21.88,10.94,26.56,7.81,10.94,6.25,23.44,6.35,15.62,42.62,17.19,18.75,17.36,42.62,15.8983212,3634,604,1797,614,18,1.75229478,1.36875,4042,471,40.5,1.255988,1.36875,3992,377.5,40,1.02060592,1.31875,3992,476,40,1.41695285,1.31875,3992,1043.5,40,3.3180275,1.31875,3992,641.5,40,1.98511076,1.31875,85.125,1.55,1.55,99.80918
09/07/2026 14:14:22,18.46,21.54,27.69,38.46,6.15,7.69,15.38,3.08,15.38,12.31,6.15,7.69,15,38.46,13.9563751,4042,497,4042,568.5,40.5,1.806165,1.35625,4042,1089.5,40.5,3.80597,1.35625,4042,130.5,40.5,0.3047212,1.38125,4042,365,40.5,1.21777654,1.38125,4042,530.5,40.5,1.614189,1.38125,4042,300,40.5,0.8335679,1.38125,84.875,1.55,1.55,99.8092346
09/07/2026 14:14:24,14.06,0,6.25,3.17,3.12,1.56,60.94,37.5,4.69,3.12,6.25,10.94,12.63,60.94,13.5828371,3199,481,3942,198.5,39.5,0.473191,1.29375,1752,139,17.5555553,0.351861537,1.29375,3942,132.5,39.5,0.329672337,1.29375,3793,2054,38,6.83897448,1.23125,3992,181,40,0.463811249,1.28125,1774,181,17.7777786,0.439236164,1.28125,85,1.55,1.55,99.80919
09/07/2026 14:14:26,28.12,6.25,17.19,10.94,10.77,4.62,17.19,53.12,25,15.15,26.15,12.5,18.92,53.12,16.7364883,3735,822,3793,619,38,1.47388875,1.25625,3743,616.5,37.5,1.43484008,1.2,3793,495,38,1.03578115,1.2,3718,1598.5,37.25,4.670954,1.16875,3743,768,37.5,1.89143443,1.18125,3618,836.5,36.25,1.98991168,1.2125,84.875,1.55,1.55,99.80919
09/07/2026 14:14:28,23.08,4.62,32.31,26.15,20,15.38,30.77,20,29.23,27.69,18.46,18.46,22.18,32.31,17.1053925,3651,864,1797,379.5,18,0.927251637,1.36875,4042,1170.5,40.5,2.6351583,1.36875,4017,781.5,40.25,1.70556009,1.38125,4017,1012.5,40.25,2.62478232,1.38125,4017,1103,40.25,2.28155351,1.38125,4017,737.5,40.25,1.9330231,1.38125,84.75,1.55,1.55,99.8092
09/07/2026 14:14:30,24.62,13.85,7.69,4.62,18.46,41.54,44.62,53.85,29.23,30.77,15.38,4.62,24.1,53.85,16.2636738,1963,889,1785,597.5,17.88889,1.47068977,1.375,1785,206.5,17.88889,0.6778193,1.375,4017,1192.5,40.25,2.81638956,1.375,1397,1833.5,14,3.82133722,1.375,1397,1133.5,14,2.42943168,1.375,1397,369,14,0.834973454,1.375,84.875,1.55,1.55,99.8092
09/07/2026 14:14:32,28.57,11.11,20.63,15.87,52.38,53.97,39.68,17.46,30.16,17.46,28.57,25.4,28.44,53.97,18.07,2438,951,1708,514.5,17.11111,1.21607018,1.24375,1708,435,17.11111,1.22416663,1.24375,3843,2026.5,38.5,4.59219742,1.24375,3843,947,38.5,1.96690857,1.26875,1763,831.5,17.666666,1.706718,1.31875,1763,949.5,17.666666,2.100424,1.31875,84.625,1.55,1.55,99.80917
09/07/2026 14:14:34,23.44,17.19,23.44,10.94,23.44,18.75,54.69,20.31,29.69,14.06,29.69,71.88,28.12,71.88,19.6600342,2872,1050,4042,716,40.5,1.50934064,1.3625,1946,605.5,19.5,1.49611008,1.275,1730,838,17.333334,1.84391308,1.275,3893,1512.5,39,3.90273476,1.275,1730,746.5,17.333334,2.01958251,1.275,3893,1879.5,39,5.554577,1.275,85.125,1.55,1.55,99.8092
09/07/2026 14:14:36,53.12,17.19,42.19,10.94,34.38,10.94,46.88,6.35,32.81,39.06,50,14.06,29.83,53.12,22.2422733,3153,1105,1235,1268,12.375,4.23035,1.31875,3967,950,39.75,2.65607476,1.31875,1763,758,17.666666,2.028289,1.31875,3967,957,39.75,2.676339,1.31875,3992,1525.5,40,4.31007147,1.3375,3992,1170.5,40,3.100147,1.3375,85.25,1.55,1.55,99.80915
09/07/2026 14:14:38,6.35,1.59,9.52,1.59,17.46,4.76,9.52,71.43,11.11,6.35,4.76,12.7,13.1,71.43,14.1196165,3645,564,1785,225.5,17.88889,0.5494218,1.325,4017,239.5,40.25,0.6048716,1.34375,4017,439,40.25,1.45603919,1.34375,4017,1694,40.25,5.450117,1.34375,4017,474,40.25,1.175074,1.34375,4017,309.5,40.25,0.722426236,1.34375,85.125,1.55,1.55,99.8091354
09/07/2026 14:14:40,12.12,3.03,15.15,34.85,22.73,7.58,40.91,37.88,21.21,27.27,4.55,12.12,19.95,40.91,16.3627529,4042,702,4042,246,40.5,0.6401155,1.38125,4042,866,40.5,2.579445,1.3625,4042,584,40.5,1.69745588,1.3625,4042,1377,40.5,3.675276,1.3625,4042,777.5,40.5,2.27066517,1.3625,4042,359,40.5,0.848900139,1.375,85,1.55,1.55,99.80919
09/07/2026 14:14:42,23.44,9.38,28.12,32.81,35.94,31.25,39.06,43.75,17.19,9.38,14.06,18.75,25.26,43.75,17.04858,2912,762,1774,316,17.7777786,0.820785165,1.35,3992,917.5,40,2.6475296,1.3375,1774,1114,17.7777786,3.22925425,1.3375,3992,1322,40,3.62369752,1.3375,3992,383,40,0.8969921,1.3375,1946,520,19.5,1.37798858,1.28125,85,1.55,1.55,99.80916
09/07/2026 14:14:44,25.4,14.29,36.51,44.44,20.63,14.06,49.21,39.68,33.33,23.81,22.22,30.16,29.48,49.21,18.7818661,3641,929,3992,470,40,1.12093484,1.36875,1785,1439,17.88889,3.70729327,1.3625,4017,491,40.25,1.177376,1.3625,4017,1367.5,40.25,3.48922014,1.3625,4017,947,40.25,2.28109813,1.3625,4017,861,40.25,2.24996376,1.3625,85.25,1.55,1.55,99.80915
09/07/2026 14:14:46,37.5,20.31,46.88,34.38,39.06,34.38,48.44,23.44,34.38,23.44,26.56,32.81,33.46,48.44,20.9290485,3963,1271,3967,1192,39.75,2.37056065,1.3625,3967,1467.5,39.75,3.267649,1.3625,3967,1478,39.75,3.3559072,1.3625,3967,1240.5,39.75,2.697374,1.3625,3967,1070.5,39.75,2.18975258,1.3625,3942,1178,39.5,2.62931657,1.3375,85.125,1.55,1.55,99.80917
09/07/2026 14:14:48,28.79,15.15,33.33,34.85,31.82,15.15,28.79,15.15,24.24,18.18,27.27,27.27,25,34.85,17.7161674,3296,901,3693,789,37,1.846533,1.20625,3693,1295.5,37,3.24045062,1.20625,3693,798.5,37,2.075008,1.20625,3693,684.5,37,1.63142836,1.20625,3768,810.5,37.75,1.98922014,1.225,1235,1025.5,12.375,2.2978406,1.34375,85.375,1.55,1.55,99.80916
09/07/2026 14:14:50,43.75,18.75,12.5,14.06,14.06,20.31,14.06,10.94,6.25,12.5,15.62,7.81,15.89,43.75,15.37577,3294,566,4042,1012,40.5,3.25060844,1.34375,4042,385.5,40.5,1.0904448,1.3625,4042,666,40.5,2.20108032,1.3625,4042,508,40.5,1.60895586,1.36875,1797,448.5,18,1.33171606,1.36875,1797,378.5,18,1.10767114,1.36875,84.875,1.55,1.55,99.80915
09/07/2026 14:14:52,24.62,3.08,6.15,9.23,10.77,1.54,26.15,14.06,26.15,10.77,21.54,18.46,14.38,26.15,15.193408,3294,562,4042,481.5,40.5,1.3711518,1.35,4042,374,40.5,1.01092255,1.35,1797,243,18,0.576040864,1.3625,1797,740,18,2.362646,1.3625,4042,725.5,40.5,2.3456347,1.3625,4042,809,40.5,2.65698147,1.3625,84.75,1.55,1.55,99.80922
09/07/2026 14:14:54,38.1,9.52,26.98,46.03,25.4,9.52,22.22,23.81,17.46,23.81,15.87,20.63,23.28,46.03,16.1990967,3655,811,4042,746.5,40.5,1.785347,1.34375,4017,1221,40.25,3.58186,1.35625,4017,530.5,40.25,0.974097848,1.35625,3942,859.5,39.5,2.127288,1.33125,3942,892.5,39.5,2.34966826,1.33125,1971,617.5,19.75,1.31552935,1.33125,84.5,1.55,1.55,99.8092041
09/07/2026 14:14:56,20.31,13.85,9.38,9.38,13.85,13.85,31.25,12.5,18.75,38.46,27.69,29.69,19.91,38.46,14.6536074,3780,606,3967,425.5,39.75,1.22722328,1.325,3743,283,37.5,0.5972125,1.15625,3743,300.5,37.5,0.5852697,1.15625,3743,706.5,37.5,2.27924681,1.15625,3743,936.5,37.5,2.76872158,1.15625,3743,983.5,37.5,3.06449938,1.15625,84.5,1.55,1.55,99.80917
09/07/2026 14:14:58,13.85,3.08,6.15,3.08,7.69,33.85,13.85,7.69,10.77,15.38,7.69,18.46,11.79,33.85,13.5755043,3604,460,3992,312,40,0.924880564,1.33125,1763,186,17.666666,0.588004947,1.3,3967,833.5,39.75,3.12615585,1.3,3967,446,39.75,1.53149581,1.31875,3967,474.5,39.75,1.55074012,1.31875,3967,511,39.75,1.69557273,1.31875,84.375,1.55,1.55,99.80921
09/07/2026 14:15:00,21.54,13.85,16.92,9.23,24.62,23.08,20,10.77,26.15,30.77,43.08,29.23,22.44,43.08,16.9578743,3294,707,4042,727.5,40.5,2.03801012,1.3625,1797,289.5,18,0.7212935,1.3625,1797,729,18,2.2073884,1.375,4042,475,40.5,1.25936651,1.375,4042,831,40.5,2.38030171,1.38125,4042,1192,40.5,3.57268143,1.38125,84.375,1.55,1.55,99.80923
09/07/2026 14:15:02,10.94,12.31,18.75,28.12,14.06,3.12,14.06,3.12,6.25,11.11,4.69,9.38,11.33,28.12,13.7818508,3294,465,4042,585,40.5,1.883781,1.35625,4042,1055,40.5,3.85649967,1.35625,1797,312.5,18,1.033322,1.35625,1797,259.5,18,0.939174533,1.35625,4042,284,40.5,0.9183405,1.35625,4042,296.5,40.5,0.844865263,1.35625,84,1.55,1.55,99.80921
09/07/2026 14:15:04,22.22,19.05,14.29,6.25,10.94,4.76,17.46,12.5,15.87,34.92,15.62,19.05,16.08,34.92,14.1026134,3582,471,3942,665.5,39.5,2.23570228,1.3,3942,182.5,39.5,0.536990166,1.3,3942,153.5,39.5,0.445796221,1.3,3942,564.5,39.5,1.98184109,1.3,3942,893.5,39.5,3.018079,1.3,1785,369,17.88889,0.999370933,1.35625,84.125,1.55,1.55,99.8092346
09/07/2026 14:15:06,12.7,3.12,19.05,30.16,14.29,11.11,22.22,58.73,14.29,0,15.87,15.87,18.12,58.73,16.4466,3608,638,3992,277.5,40,0.715286434,1.325,3992,796,40,2.61258316,1.325,3893,451.5,39,1.25501072,1.2875,3893,1544.5,39,5.391138,1.28125,1959,345.5,19.625,0.915495,1.275,3918,414,39.25,1.00324869,1.275,84.625,1.55,1.55,99.80919
09/07/2026 14:15:08,9.38,7.81,4.69,3.12,0,1.54,10.94,31.25,20.31,15.62,20.31,18.75,11.98,31.25,13.6766386,3237,485,1752,327,17.5555553,1.037554,1.3,1752,136.5,17.5555553,0.357425123,1.3,3942,110.5,39.5,0.260654658,1.3,3967,766.5,39.75,2.522647,1.3,3967,669,39.75,2.237129,1.3,4042,901.5,40.5,2.98144937,1.35625,84.625,1.55,1.55,99.8092346
09/07/2026 14:15:10,31.25,14.06,34.38,29.69,54.69,48.44,46.88,46.88,17.19,25,10.94,14.06,31.12,54.69,21.2216625,2743,1216,1397,806.5,14,2.00533223,1.2625,1397,1028.5,14,2.63301349,1.2625,3967,1939.5,39.75,4.574587,1.28125,3967,1860,39.75,4.431324,1.28125,1763,996,17.666666,2.35602427,1.28125,3967,663,39.75,1.49681246,1.31875,84.625,1.55,1.55,99.80916
09/07/2026 14:15:12,13.85,13.85,13.85,38.46,24.62,18.46,24.62,35.38,20,24.62,10.77,21.54,21.67,38.46,16.97757,2514,767,1752,466.5,17.5555553,1.23814321,1.3,1752,775,17.5555553,2.175361,1.3,3942,786.5,39.5,2.036365,1.3,4042,1129,40.5,3.16965914,1.38125,1797,787,18,2.06149,1.38125,1797,658,18,1.73106933,1.38125,84.875,1.55,1.55,99.8092041
09/07/2026 14:15:14,32.31,27.69,40,46.88,28.12,16.92,36.92,45.31,27.69,15.38,40.62,54.69,34.38,54.69,21.2122784,3232,1211,1785,760.5,17.88889,1.6689018,1.35625,1785,1506.5,17.88889,3.547242,1.35625,4017,731.5,40.25,1.65054512,1.35625,3992,1374,40,3.07438421,1.35625,3992,932.5,40,1.90574634,1.35625,3818,1960.5,38.25,4.593625,1.2375,85,1.55,1.55,99.809166
09/07/2026 14:15:16,50,18.18,53.12,50,29.69,26.56,37.5,35.94,45.31,34.38,37.5,46.88,38.75,53.12,22.5326023,2875,1316,1774,1051,17.7777786,2.9797945,1.325,3992,1716,40,4.23667955,1.325,3893,891.5,39,2.15284634,1.28125,3893,1298,39,3.04921651,1.28125,1741,1494,17.4444447,3.46918535,1.28125,1959,1448,19.625,3.5247395,1.28125,85.625,1.55,1.55,99.80922
09/07/2026 14:15:18,26.56,10.94,20.31,32.81,28.12,39.06,40.62,29.69,15.62,10.94,31.25,34.38,26.69,40.62,18.4977131,3228,918,1774,481.5,17.7777786,1.19435763,1.3,1774,960,17.7777786,2.66530561,1.3,3992,1214,40,3.202378,1.3,3992,1277,40,2.98839951,1.3,3918,408,39.25,0.9557358,1.2875,3918,1169.5,39.25,2.87394881,1.2875,85.375,1.55,1.55,99.80919
