,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core (Tctl/Tdie)","Core (SVI2 TFN)","SoC (SVI2 TFN)","Bus Speed"
09/08/2026 11:36:42,21.88,12.5,25,28.12,28.12,7.81,35.94,28.12,25,14.06,28.12,21.88,23.05,35.94,16.6941814,3294,897,4042,541.5,40.5,1.35026073,1.375,1797,1156.5,18,2.73612,1.375,1797,441.5,18,1.10560238,1.375,4042,1247.5,40.5,3.05709338,1.375,4042,809,40.5,2.09648,1.375,4042,1185,40.5,2.98428154,1.375,84.125,1.55,1.55,99.8092
09/08/2026 11:36:44,20.31,21.88,20.31,12.5,12.5,3.12,40.62,31.25,28.12,28.12,54.69,28.12,25.13,54.69,17.5231228,3694,1004,1976,955,19.8,2.34078,1.31875,4042,572,40.5,1.419918,1.31875,4042,376.5,40.5,0.9046704,1.33125,4042,1304.5,40.5,3.22275782,1.33125,4042,1354,40.5,3.35636544,1.33125,4017,1464,40.25,3.84589744,1.34375,84.125,1.55,1.55,99.80919
09/08/2026 11:36:46,31.25,23.44,25,20.31,26.56,17.19,34.38,22.22,23.44,25,64.06,45.31,29.85,64.06,18.5904045,3639,1075,3992,682.5,40,1.757481,1.33125,1774,712.5,17.7777786,1.72504175,1.33125,4017,717,40.25,1.817239,1.33125,4017,1357,40.25,3.51100683,1.33125,4017,1009,40.25,2.540136,1.33125,4017,1974.5,40.25,5.083155,1.33125,84.125,1.55,1.55,99.809166
09/08/2026 11:36:48,12.31,4.62,38.46,30.77,15.38,20,33.85,35.38,24.62,15.38,29.23,24.62,23.72,38.46,17.653635,2847,923,1752,418,17.5555553,1.05044878,1.30625,1752,1233,17.5555553,3.34621429,1.31875,3942,701,39.5,1.86562169,1.31875,1752,1234,17.5555553,3.13594651,1.31875,3942,800,39.5,2.14247966,1.31875,3942,1150,39.5,3.04487348,1.31875,84.375,1.55,1.55,99.80915
09/08/2026 11:36:50,32.81,23.44,43.75,26.56,4.69,17.19,46.88,51.56,21.88,17.19,25,23.44,27.86,51.56,17.9626637,2865,988,3967,978,39.75,2.4211235,1.31875,1763,1118.5,17.666666,2.69754434,1.31875,1763,427.5,17.666666,1.04071832,1.31875,3967,1789.5,39.75,4.43787575,1.3125,1763,719,17.666666,1.83113754,1.3125,3967,897,39.75,2.28975463,1.3125,84.375,1.55,1.55,99.80921
09/08/2026 11:36:52,28.12,21.54,18.75,15.38,21.88,27.69,23.44,21.88,28.12,20.31,51.56,34.38,26.09,51.56,18.223629,2529,977,1785,801,17.88889,1.96584487,1.34375,4017,642.5,40.25,1.67749274,1.34375,1785,1041,17.88889,2.80775142,1.34375,1785,783,17.88889,2.21293259,1.34375,4017,1136,40.25,2.96834016,1.35,1785,1460.5,17.88889,3.824586,1.35,84.375,1.55,1.55,99.80922
09/08/2026 11:36:54,28.12,14.06,15.62,20.31,20.31,17.19,35.94,23.44,14.06,14.06,64.06,57.81,27.08,64.06,18.8275986,3622,1114,3992,843.5,40,2.08693886,1.35,1774,802.5,17.7777786,1.95439672,1.35,3992,738.5,40,1.77401376,1.35,3992,1208,40,2.98822212,1.33125,3992,712,40,1.81092739,1.33125,3992,2382.5,40,5.715831,1.33125,84.375,1.55,1.55,99.8092
09/08/2026 11:36:56,18.75,6.25,18.75,25,3.12,9.38,40.62,31.25,28.12,25,39.06,35.94,23.44,40.62,16.3131447,3281,930,1797,465.5,18,1.10716224,1.36875,1797,789.5,18,1.77404833,1.36875,4042,327,40.5,0.7015708,1.36875,4017,1400.5,40.25,3.262296,1.38125,4017,1074,40.25,2.53745484,1.38125,4017,1521.5,40.25,3.99328232,1.38125,84.25,1.55,1.55,99.80914
09/08/2026 11:36:58,29.69,28.12,39.06,33.33,31.25,21.88,35.94,32.81,34.38,35.94,56.25,34.38,34.42,56.25,18.8764572,4017,1207,4017,1097,40.25,2.175875,1.3375,4017,1218,40.25,2.47881031,1.3375,4017,878,40.25,1.70322812,1.3375,4017,1224.5,40.25,2.61452675,1.3375,4017,1109.5,40.25,2.32540584,1.34375,4017,1717.5,40.25,3.58286834,1.34375,83.625,1.55,1.55,99.80923
09/08/2026 11:37:00,23.44,12.5,31.25,25,17.46,9.52,53.12,35.94,23.44,11.11,50,46.88,28.3,53.12,18.11135,3645,1074,4017,638.5,40.25,1.4807384,1.34375,4017,866,40.25,1.91214383,1.34375,4017,586,40.25,1.28609514,1.34375,4017,1719,40.25,4.088803,1.34375,1785,693.5,17.88889,1.75640988,1.34375,4017,1939.5,40.25,4.87955952,1.34375,83.5,1.55,1.55,99.809166
09/08/2026 11:37:02,28.12,15.62,20.31,23.44,12.5,14.06,35.94,21.88,35.94,29.69,62.5,46.88,28.91,62.5,18.65139,3662,1145,1785,732.5,17.88889,1.75187862,1.36875,4017,855.5,40.25,2.0152092,1.36875,4042,663,40.5,1.5873524,1.35,4042,1265.5,40.5,3.05448365,1.35,4042,1244,40.5,2.89335275,1.35,4042,2107.5,40.5,5.221479,1.35,83.875,1.55,1.55,99.80914
09/08/2026 11:37:04,14.29,4.76,22.22,17.46,14.29,20.63,25.4,14.29,33.33,30.16,33.33,25.4,21.3,33.33,15.6824617,3868,864,3868,290.5,38.75,0.71224004,1.3125,3868,697,38.75,1.59562576,1.29375,3868,777,38.75,1.73452759,1.29375,3868,743,38.75,1.80689347,1.29375,3868,1377,38.75,2.90397573,1.29375,3868,1296.5,38.75,3.08132815,1.29375,83.625,1.55,1.55,99.80917
09/08/2026 11:37:06,28.79,7.58,25.76,12.12,22.73,24.24,46.97,34.85,19.7,27.27,22.73,16.67,24.12,46.97,16.2969265,2895,904,1785,532.5,17.88889,1.23962724,1.35625,1785,793.5,17.88889,1.81692922,1.35625,4017,906.5,40.25,2.12095666,1.35625,4017,1468.5,40.25,3.540605,1.35625,1774,935.5,17.7777786,2.0754025,1.35625,3992,790,40,1.82572639,1.35,83.875,1.55,1.55,99.809166
09/08/2026 11:37:08,21.54,23.08,33.85,26.15,16.92,18.46,60,23.08,49.23,29.23,43.08,15.38,30,60,18.3560715,3351,1067,1641,873.5,16.4444447,2.00501966,1.19375,3693,974,37,2.03774834,1.19375,3693,597.5,37,1.27307785,1.19375,3693,1515,37,4.55898237,1.19375,3693,1445.5,37,3.74718356,1.19375,3693,998,37,3.28489351,1.2,84.5,1.55,1.55,99.80919
09/08/2026 11:37:10,29.69,12.5,25,20.31,15.62,18.75,37.5,15.62,23.44,23.44,53.12,39.06,26.17,53.12,19.6776886,2628,1040,1597,816.5,16,1.8401053,1.16875,1597,953.5,16,2.194717,1.16875,3593,620.5,36,1.39644969,1.175,3593,1074.5,36,2.72233248,1.175,1797,1014.5,18,2.41544628,1.175,3593,1763,36,4.401145,1.175,84.625,1.55,1.55,99.80918
09/08/2026 11:37:12,34.38,13.85,34.38,33.85,21.88,13.85,37.5,31.25,28.12,23.44,45.31,43.08,30.07,45.31,21.4528027,3253,1138,3992,632,40,1.517988,1.33125,1774,1157,17.7777786,2.74754357,1.325,3992,668.5,40,1.55956709,1.325,1774,1643,17.7777786,3.89196873,1.325,3992,1033.5,40,2.618142,1.325,3992,1697,40,4.314715,1.325,84.25,1.55,1.55,99.8092
09/08/2026 11:37:14,9.38,4.69,14.06,14.06,7.81,17.19,42.19,45.31,31.25,35.94,32.81,21.88,23.05,45.31,17.5334454,2357,902,1235,256,12.375,0.5719489,1.3,1235,441,12.375,1.00228441,1.3,1976,411,19.8,0.9540668,1.3,1763,1765,17.666666,3.98595762,1.3,3967,1238,39.75,2.9241693,1.31875,3967,1302,39.75,3.29045415,1.31875,84.375,1.55,1.55,99.8092
09/08/2026 11:37:16,29.69,23.44,37.5,31.25,25,10.94,32.81,12.5,34.38,39.06,31.25,40.62,29.04,40.62,18.6379089,3294,942,4042,732.5,40.5,1.76604927,1.36875,4042,1264,40.5,3.00690937,1.35,4042,518,40.5,1.23389423,1.35,1797,408.5,18,1.06038523,1.35,1797,1225,18,2.91817379,1.35,4042,1507,40.5,3.69490981,1.35,84.25,1.55,1.55,99.80918
09/08/2026 11:37:18,18.75,15.62,17.19,18.75,12.5,14.06,43.75,26.56,26.56,35.94,60.94,48.44,28.26,60.94,20.4503269,2848,1089,1730,588.5,17.333334,1.454556,1.2625,1730,673.5,17.333334,1.54903865,1.2625,3893,557.5,39,1.21666539,1.2625,3893,1355.5,39,3.24426556,1.2625,3893,1266.5,39,3.0204885,1.275,1946,2095,19.5,5.14321852,1.275,84.375,1.55,1.55,99.8092346
09/08/2026 11:37:20,18.75,20.31,37.5,25,20.31,21.88,43.75,34.38,28.12,18.75,35.94,28.12,27.73,43.75,20.480444,2529,1128,1785,810,17.88889,1.8772372,1.35,1785,1008.5,17.88889,2.380676,1.35,4017,868,40.25,2.020663,1.35,1785,1671,17.88889,3.90770483,1.35,4017,999.5,40.25,2.39531279,1.35,1785,1410.5,17.88889,3.68258953,1.35,84.5,1.55,1.55,99.80919
09/08/2026 11:37:22,26.15,17.91,38.46,27.69,22.39,23.08,55.38,43.08,18.46,16.92,16.67,13.85,26.67,55.38,19.0998611,2511,1075,1797,922.5,18,1.94857442,1.3625,4042,1137,40.5,2.561673,1.3625,4042,840.5,40.5,1.760401,1.3625,1976,1894,19.8,4.0545,1.375,1235,805.5,12.375,1.83472562,1.375,1976,850,19.8,1.85517275,1.375,84.25,1.55,1.55,99.80923
09/08/2026 11:37:24,25,14.06,28.12,21.88,18.75,23.44,37.5,23.44,25,28.12,45.31,35.94,27.21,45.31,20.1287251,3273,1082,4017,779,40.25,1.84839714,1.325,1785,847,17.88889,1.88985658,1.325,4017,653.5,40.25,1.4500941,1.325,1785,1376.5,17.88889,3.143506,1.325,4017,1272,40.25,2.93290186,1.325,4017,1563,40.25,3.68470836,1.35,84.25,1.55,1.55,99.80922
09/08/2026 11:37:26,33.85,33.85,23.08,23.08,29.23,36.92,40,30.77,43.08,46.15,43.08,41.54,35.38,46.15,23.36574,3208,1393,3843,1376.5,38.5,3.05966067,1.25625,1708,1066.5,17.11111,2.373478,1.25625,3868,924,38.75,2.03051448,1.25,3893,1552.5,39,3.606612,1.275,1946,1714.5,19.5,4.048926,1.275,3992,1726.5,40,4.062416,1.2625,84.25,1.55,1.55,99.80922
09/08/2026 11:37:28,34.38,17.19,20.31,9.38,26.56,23.44,37.5,26.56,21.88,28.12,65.62,40.62,29.3,65.62,22.2296276,3281,1182,1785,994.5,17.88889,2.50755382,1.26875,1785,598,17.88889,1.47465515,1.26875,4017,1020,40.25,2.45729327,1.26875,4017,1311.5,40.25,3.33163762,1.35,4042,1193.5,40.5,3.01124859,1.3625,4042,1971.5,40.5,5.14021158,1.3625,84.375,1.55,1.55,99.809166
09/08/2026 11:37:30,29.23,20,15.38,16.92,27.69,30.77,3.08,7.58,16.92,16.92,32.31,30.77,20.63,32.31,16.5194912,3294,764,4042,821,40.5,2.028088,1.38125,1797,615,18,1.50655174,1.38125,4042,1120,40.5,2.84615874,1.38125,1797,233.5,18,0.563248634,1.38125,4042,712,40.5,1.71752179,1.375,4042,1082,40.5,2.53630447,1.375,84.125,1.55,1.55,99.80924
09/08/2026 11:37:32,25,9.38,20.31,10.94,28.12,23.44,29.69,26.56,23.44,21.88,15.62,14.06,20.7,29.69,16.44822,2736,782,1397,488.5,14,1.11431909,1.2625,1397,548,14,1.30334973,1.2625,3893,1177,39,2.78574347,1.26875,3893,967.5,39,2.22856736,1.26875,1946,778.5,19.5,1.81683636,1.26875,3893,730.5,39,1.71011829,1.26875,84,1.55,1.55,99.80918
09/08/2026 11:37:34,18.46,10.77,12.31,6.15,27.69,33.85,32.31,29.23,21.54,21.54,18.46,18.46,20.9,33.85,16.203661,3253,755,1774,617.5,17.7777786,1.51588237,1.34375,1774,326,17.7777786,0.7720732,1.35625,3992,1103.5,40,2.6881094,1.35625,3992,1156,40,2.69712281,1.35625,3992,777.5,40,1.7886337,1.35625,3992,550.5,40,1.28386223,1.35625,83.75,1.55,1.55,99.80918
09/08/2026 11:37:36,25,9.38,18.75,14.06,14.06,15.62,34.38,32.81,18.75,18.75,15.62,9.38,18.88,34.38,16.1343784,2675,761,1235,673.5,12.375,1.58690214,1.2625,1235,630.5,12.375,1.51223755,1.2625,1976,631.5,19.8,1.55436611,1.2625,3868,1228.5,38.75,2.60124731,1.2625,3868,751.5,38.75,1.711361,1.2625,3868,649,38.75,1.5535779,1.2625,83.75,1.55,1.55,99.80918
09/08/2026 11:37:38,18.18,7.58,16.67,7.58,18.18,31.82,31.82,25.76,13.64,19.7,19.7,19.7,19.19,31.82,16.6488132,4038,777,4042,541.5,40.5,1.24818015,1.35,4017,415.5,40.25,1.00106931,1.35,4042,1031,40.5,2.43474245,1.35625,4042,1174.5,40.5,2.88725042,1.35625,4042,652,40.5,1.56525266,1.35625,4042,845.5,40.5,1.94700634,1.35625,83.375,1.55,1.55,99.8092041
09/08/2026 11:37:40,15.38,9.23,15.38,10.77,4.62,7.69,24.62,20,29.23,27.69,33.85,33.85,19.36,33.85,16.4416618,2545,757,1797,526.5,18,1.31495929,1.36875,1797,532.5,18,1.31832087,1.36875,4042,196,40.5,0.439390063,1.36875,4042,1000,40.5,2.36861134,1.38125,1797,937.5,18,2.2100625,1.38125,1797,1348,18,3.1870935,1.38125,83.5,1.55,1.55,99.80925
09/08/2026 11:37:42,13.85,4.62,23.08,20,20,36.92,32.31,16.92,21.54,32.31,15.38,21.54,21.54,36.92,16.4126034,2920,756,1797,241.5,18,0.539050937,1.35,1797,537,18,1.40593708,1.35,4042,996.5,40.5,2.52052236,1.35,4042,935,40.5,2.39093161,1.35,1797,1163,18,2.76923585,1.35,4042,666,40.5,1.64170945,1.35,83.5,1.55,1.55,99.80921
09/08/2026 11:37:44,14.06,4.69,20.31,7.81,26.56,28.12,20.31,21.88,35.94,37.5,15.62,3.12,19.66,37.5,16.22989,2479,762,1397,401,14,0.986005843,1.3625,1797,537.5,18,1.26334083,1.3625,4042,1035,40.5,2.43803334,1.35,1797,931.5,18,2.15381265,1.35,4042,1293.5,40.5,3.008962,1.35,1797,370.5,18,0.900406,1.35,83.5,1.55,1.55,99.80915
09/08/2026 11:37:46,9.38,1.56,9.38,10.94,14.06,20.31,42.19,26.56,21.88,23.44,28.12,23.44,19.27,42.19,16.5463066,3294,780,4042,251.5,40.5,0.627748847,1.33125,4042,600,40.5,1.38486624,1.33125,1797,550.5,18,1.2693795,1.33125,4042,1332,40.5,3.04942751,1.3375,1797,973,18,2.2351625,1.3375,4042,973.5,40.5,2.306317,1.3375,83.875,1.55,1.55,99.8092346
09/08/2026 11:37:48,21.88,15.62,29.69,18.75,9.38,9.38,26.56,15.62,35.94,29.69,25,28.12,22.14,35.94,16.5588551,2756,791,3743,397,37.5,0.9572676,1.2125,1663,734,16.666666,1.61024559,1.20625,3743,359.5,37.5,0.766890347,1.20625,1884,634.5,18.875,1.4533993,1.18125,3793,1484.5,38,3.35393429,1.2375,1708,1134.5,17.11111,2.59609532,1.24375,83.75,1.55,1.55,99.80918
09/08/2026 11:37:50,18.75,14.06,18.75,12.5,17.19,23.44,25,33.85,28.12,32.81,34.38,26.56,23.78,34.38,18.2953053,3668,912,4042,792.5,40.5,1.83928144,1.3625,1797,533,18,1.2384907,1.3625,4042,696,40.5,1.59603631,1.3625,4042,1235,40.5,3.03957486,1.3625,4042,1105.5,40.5,2.600247,1.3625,4042,1109,40.5,2.696994,1.3625,83.5,1.55,1.55,99.80919
09/08/2026 11:37:52,26.98,18.75,15.87,6.35,15.87,25.4,23.81,15.87,30.16,36.51,22.22,19.05,21.4,36.51,17.00875,3232,817,1976,830,19.8,1.92576241,1.3,1741,376,17.4444447,0.8519081,1.3,3918,909.5,39.25,2.154685,1.2875,3918,863,39.25,2.04610634,1.2875,3918,1159,39.25,2.76194286,1.2875,3918,766.5,39.25,1.7933234,1.2875,83.375,1.55,1.55,99.8092651
09/08/2026 11:37:54,20,10.77,20,10.77,18.46,21.54,36.92,38.46,13.85,13.85,30.77,26.15,21.79,38.46,16.1462536,2498,748,1741,352.5,17.4444447,0.8517378,1.2625,1741,357,17.4444447,0.8640105,1.2625,3918,825.5,39.25,1.97555077,1.2625,4017,1460.5,40.25,3.38053,1.31875,1785,421,17.88889,0.9622681,1.31875,1785,1073.5,17.88889,2.539929,1.31875,83.375,1.55,1.55,99.80921
09/08/2026 11:37:56,17.19,9.38,17.19,18.75,50,51.56,10.94,14.06,10.94,12.5,9.38,6.25,19.01,51.56,17.2097874,4042,777,4042,497.5,40.5,1.20426953,1.3625,4042,775.5,40.5,2.01105881,1.3625,4042,2069.5,40.5,4.92948675,1.3625,4042,499.5,40.5,1.30918765,1.3625,4042,506,40.5,1.20771146,1.3625,4042,311.5,40.5,0.7326436,1.3625,83.125,1.55,1.55,99.8092
09/08/2026 11:37:58,10.77,3.08,16.92,7.69,13.85,13.85,6.15,1.54,29.23,29.23,63.08,63.08,21.54,63.08,16.6516724,2866,792,1774,187,17.7777786,0.475641459,1.31875,1774,355,17.7777786,0.9301916,1.31875,3992,425.5,40,1.31056273,1.31875,1671,96,17.7777786,0.229573444,1.31875,3992,1037.5,40,2.77972817,1.31875,3992,2649.5,40,5.877279,1.31875,84.25,1.55,1.55,99.809166
09/08/2026 11:38:00,12.31,4.62,10.77,6.15,21.54,15.38,56.92,76.92,10.77,6.15,23.08,13.85,21.54,76.92,16.5955925,4022,805,4042,193.5,40.5,0.4463626,1.3625,3921,203.5,40.5,0.464000553,1.36875,4042,711,40.5,1.9695189,1.36875,4042,2682,40.5,6.12818336,1.36875,4042,318,40.5,0.729274035,1.36875,4042,720.5,40.5,1.75703883,1.375,84.625,1.55,1.55,99.8092041
09/08/2026 11:38:02,12.31,3.08,9.23,4.62,23.08,23.08,69.23,83.08,10.77,0,4.62,4.62,20.64,83.08,16.1746235,3836,780,3661,138.5,39.25,0.326423615,1.3125,3681,231.5,39.25,0.5467134,1.3125,3918,915.5,39.25,2.52655149,1.3125,3918,3034.5,39.25,6.61202335,1.3125,3918,173.5,39.25,0.355711848,1.3125,3918,185.5,39.25,0.557021,1.3125,84.75,1.55,1.55,99.8091354
09/08/2026 11:38:04,9.23,6.15,12.31,4.62,3.03,35.38,70.77,90.77,6.15,1.54,10.77,1.54,21.02,90.77,16.6980476,2752,790,1397,178.5,14,0.440850645,1.30625,1235,254.5,12.375,0.583581567,1.3125,1976,645.5,19.8,2.228971,1.3125,3967,3233.5,39.75,7.272185,1.3125,3967,185,39.75,0.389547378,1.3125,3967,243,39.75,0.7949915,1.3125,84.75,1.55,1.55,99.80918
09/08/2026 11:38:06,9.38,7.81,48.44,45.31,6.25,14.06,28.12,15.62,7.81,4.69,29.69,12.5,19.14,48.44,17.1257458,2543,777,1797,334.5,18,0.970431268,1.3625,1797,1934.5,18,4.699746,1.3625,4042,443,40.5,1.11775053,1.3625,4042,919,40.5,2.65581131,1.3625,1797,232.5,18,0.680966,1.3625,1785,796,17.88889,2.14727473,1.36875,84.375,1.55,1.55,99.809166
09/08/2026 11:38:08,15.15,6.06,34.85,34.85,22.73,16.67,28.79,33.33,9.09,18.18,25.76,19.7,22.1,34.85,17.1061859,2765,794,1397,231,14,0.593787134,1.275,1397,1211.5,14,2.87751484,1.275,3942,750,39.5,1.87213719,1.275,3942,1136,39.5,2.67296267,1.3,1971,622,19.75,1.7540096,1.3,3942,815.5,39.5,1.862546,1.3,84.25,1.55,1.55,99.8092041
09/08/2026 11:38:10,14.06,7.81,20.31,15.62,15.62,15.62,25,17.19,14.06,12.5,34.38,34.38,18.88,34.38,16.8215351,2901,818,1785,487.5,17.88889,1.11647129,1.30625,1785,687.5,17.88889,1.55842853,1.325,4017,754,40.25,1.70138824,1.325,1785,951,17.88889,2.25198865,1.325,4017,601.5,40.25,1.3553009,1.325,4017,1424,40.25,3.18374968,1.325,83.375,1.55,1.55,99.80917
09/08/2026 11:38:12,28.57,36.51,33.33,38.1,41.27,38.1,52.38,52.38,30.16,25.4,50.79,55.56,40.21,55.56,24.5058727,3622,1556,1774,1178.5,17.7777786,2.3276546,1.31875,3992,1208.5,40,2.30747485,1.31875,3992,1448,40,2.84435248,1.31875,3992,2087,40,4.41785145,1.3375,3992,1314.5,40,2.99849415,1.3375,3992,2100.5,40,4.79069567,1.3375,83.625,1.55,1.55,99.8092346
09/08/2026 11:38:14,20,10.77,30.77,23.08,13.85,12.31,27.69,16.92,33.85,50.77,53.85,35.38,27.44,53.85,21.1059685,3273,1134,1785,797.5,17.88889,1.93220258,1.36875,4017,804,40.25,1.86785293,1.36875,1785,494,17.88889,1.1298368,1.36875,4017,1144.5,40.25,2.92748547,1.36875,4017,1685.5,40.25,4.1714325,1.3375,4017,1875.5,40.25,4.86883926,1.3375,83.5,1.55,1.55,99.8092041
09/08/2026 11:38:16,23.81,15.87,26.98,26.98,7.94,11.11,30.16,25.4,26.98,31.75,31.75,23.81,23.54,31.75,17.17174,2920,826,1797,523.5,18,1.20002711,1.34375,4042,983.5,40.5,2.31263447,1.34375,1797,255,18,0.569660962,1.34375,1797,1047,18,2.492345,1.34375,4042,1106.5,40.5,2.56006,1.35625,4042,1043,40.5,2.426785,1.35625,83.625,1.55,1.55,99.80916
09/08/2026 11:38:18,17.19,7.81,17.19,21.88,28.12,35.94,35.94,21.88,28.12,35.94,34.38,21.88,25.52,35.94,19.5902462,3294,1024,1797,451.5,18,1.11640644,1.3625,4042,808.5,40.5,1.91691661,1.3625,4042,1126.5,40.5,2.66946626,1.3625,1797,1217.5,18,3.077205,1.3625,4042,1370.5,40.5,3.43276072,1.3625,4042,1168,40.5,3.05976915,1.3625,83.75,1.55,1.55,99.8092041
09/08/2026 11:38:20,41.54,23.08,30.77,30.77,36.92,24.62,33.85,35.38,52.31,44.62,52.31,32.31,36.54,52.31,23.0751743,2570,1458,3893,1171,39,2.24251819,1.2625,1730,1085,17.333334,2.0726192,1.2625,1959,1347.5,19.625,2.79636049,1.28125,3918,1649,39.25,3.44085145,1.28125,1959,1775.5,19.625,3.9022007,1.28125,1959,1722.5,19.625,3.8193996,1.28125,83.75,1.55,1.55,99.80923
09/08/2026 11:38:22,28.57,22.22,28.57,31.75,20.63,17.46,28.57,26.98,28.57,30.16,49.21,42.86,29.63,49.21,19.4784775,2901,1045,1785,692,17.88889,1.60157788,1.35625,1785,1029,17.88889,2.34475,1.35625,4017,704.5,40.25,1.57788837,1.35625,4017,1050,40.25,2.45610619,1.35625,1785,1047,17.88889,2.38991165,1.3625,4017,1747.5,40.25,4.390743,1.3625,84,1.55,1.55,99.8092651
09/08/2026 11:38:24,25,3.12,25,14.06,23.44,31.25,48.44,48.44,18.75,23.44,39.06,25,27.08,48.44,20.04499,3253,1038,3992,475.5,40,1.18419468,1.3375,1774,788.5,17.7777786,1.91337466,1.3375,3992,1000,40,2.36223984,1.3375,3992,1874.5,40,4.532214,1.3375,1774,919,17.7777786,2.27810621,1.35625,3992,1169,40,3.18793654,1.35625,84,1.55,1.55,99.80919
09/08/2026 11:38:26,20,12.31,23.08,13.85,23.08,20,40,30.77,20,23.08,55.38,38.46,26.67,55.38,20.9401646,3622,1096,1774,783.5,17.7777786,1.86311388,1.34375,3992,879.5,40,1.96874809,1.34375,3992,870,40,2.143528,1.3375,3992,1501.5,40,3.62681985,1.3375,3992,983,40,2.404084,1.3375,3992,1556,40,3.99364948,1.3375,83.75,1.55,1.55,99.80919
09/08/2026 11:38:28,15.62,9.38,20.31,20.31,28.12,34.38,35.94,26.56,14.06,17.19,31.25,25,23.18,35.94,18.3958111,3668,910,4042,436,40.5,1.01913822,1.35625,4042,614.5,40.5,1.48593068,1.35625,4042,1274,40.5,2.944199,1.35625,1797,1144,18,2.95474482,1.35625,4042,833.5,40.5,2.038975,1.35625,4042,1159.5,40.5,3.04595971,1.35625,83.75,1.55,1.55,99.80917
09/08/2026 11:38:30,23.81,12.7,38.1,28.57,28.57,19.05,36.51,20.63,34.92,31.75,31.75,28.57,27.91,38.1,17.8008537,3294,835,4042,575,40.5,1.36020935,1.33125,1797,1003.5,18,2.43314028,1.33125,4042,760,40.5,1.91268921,1.33125,4042,757,40.5,1.79760325,1.33125,4042,977.5,40.5,2.31577468,1.36875,1797,939,18,2.17670631,1.3625,83.5,1.55,1.55,99.80922
09/08/2026 11:38:32,23.44,10.94,17.19,7.81,14.06,9.38,26.56,18.75,26.56,25,37.5,28.12,20.44,37.5,17.2243061,2920,833,1797,564,18,1.33818221,1.35625,4042,453.5,40.5,1.12552357,1.35625,1797,656,18,1.51095057,1.35625,1797,1004,18,2.213689,1.35625,4042,988.5,40.5,2.21599245,1.35625,4042,1330.5,40.5,3.12198353,1.35625,83.75,1.55,1.55,99.80923
09/08/2026 11:38:34,21.88,7.81,32.81,25,23.44,18.75,48.44,40.62,28.12,31.25,53.12,45.31,31.38,53.12,20.560854,3263,1081,3992,520.5,40,1.1508261,1.33125,3992,828,40,1.86441112,1.33125,1774,701.5,17.7777786,1.59411979,1.33125,4017,1550,40.25,3.66541576,1.35,4017,1070.5,40.25,2.59943438,1.35,1785,1816.5,17.88889,4.54388142,1.35,83.75,1.55,1.55,99.80919
09/08/2026 11:38:36,32.81,18.75,21.88,18.75,18.75,20.31,37.5,15.62,29.69,29.69,57.81,37.5,28.26,57.81,21.5524464,3273,1143,4017,888.5,40.25,2.174943,1.34375,4017,943,40.25,2.189115,1.34375,4017,747,40.25,1.75601685,1.34375,1785,1090,17.88889,2.90662956,1.34375,1785,1276,17.88889,3.22792268,1.34375,4017,1911,40.25,5.19743729,1.34375,83.625,1.55,1.55,99.8092346
